-1,2
5123
891
-1483,7805
-5514,-6545
8185,-851
8769,-5963
7330,3943
5677,923
5174,-1074
7998,-227
-8211,-4905
9058,-5380
9451,-7568
-1720,2567
123,5646
1078,2832
2127,4984
5894,7933
8206,-6860
-5989,6215
2936,-3084
173,4741
2703,-2999
-7403,-3956
-5274,9027
3203,-7158
4330,6555
5686,-7324
-8610,-8692
7484,-3915
-476,1919
3332,-7462
8070,-4064
1910,-7654
8049,7743
2716,2034
-5085,-8218
6836,4873
4921,-5684
1916,2449
9835,-7764
-2160,1096
-7557,-1764
8501,5572
9298,3217
6542,6898
-4345,7926
-3309,-8984
3584,-2366
6671,-3233
5091,-9749
-2005,-3017
-3690,-8832
7927,2547
9718,-9187
-2246,7074
-609,-4965
-3750,-2712
-5922,-7764
-9905,-166
-2565,6337
-6952,-5169
-8800,5818
-3621,-3012
5091,5819
-8711,-2714
-2355,-4851
7358,9583
4241,-9143
-5215,-8726
309,-4047
5854,8485
-4538,9468
-2494,-9381
1675,9403
6938,1347
-2461,-3163
9331,8753
7203,-6837
-4218,492
4789,938
7456,-6102
9523,-9532
-571,-5758
-2324,-3334
3046,-6779
7450,8821
9524,-8519
-9517,-5437
9368,-8268
-1688,-4241
5312,5688
8881,-59
9747,-9193
-4183,8604
-7620,1077
5074,4293
-3515,9371
-1503,1955
8961,-5006
39,-6736
2943,-4991
-3644,3716
3897,-1282
-2688,7850
8270,2639
-6205,-5950
-7821,-971
5625,-8233
-4984,-418
-9280,-1379
8424,-929
-5715,-8031
-1853,-6843
2335,-9847
2984,-1473
-4399,4373
1693,-4952
2816,303
-668,-4835
6044,1029
3495,-2033
-9666,-260
-2718,1023
2113,7455
-6254,-3271
-3061,-622
-5726,-8583
-5161,-6129
-9276,-5613
-4431,740
6382,-2841
-5134,-258
-2962,-579
2357,7131
6213,-4679
2435,9850
3538,-309
5125,457
-1263,4544
4686,7123
1043,4879
6407,-3746
-8412,6223
99,275
-9792,-1055
-421,-5056
9596,-4696
4646,-3664
-6899,592
-7298,7860
8666,4981
-8758,8424
4294,-2912
5840,4583
-3708,4382
5134,-3821
-300,-1555
9696,-8498
751,8611
-1846,814
9322,-7918
6923,-2732
5742,-2510
-9746,-1766
5044,-1211
-2645,8144
1842,6826
8457,6061
3637,7983
1960,4499
-9618,5516
-6017,-4174
3810,-6601
5244,1150
-4393,3144
5584,-5511
-7563,1887
8538,6584
8058,3974
-7319,-3197
-3167,-2394
9538,7502
-2974,6989
4337,2874
-12,-6366
-2135,2768
-3349,3655
432,-6195
8098,1097
3457,2342
2246,-897
-7374,-8100
3205,-7134
5707,9954
8287,-8128
8003,9662
5301,-4844
-2335,2776
5977,-3520
8799,6821
-938,-7631
-8839,-8027
-4722,-7185
7837,-1218
-8545,4733
8485,-3039
-9483,338
4556,7729
-5021,7638
-5703,-5840
-8719,4382
4587,-1885
-4370,-1798
7467,-8505
-4011,7655
-2173,1618
2297,6635
-6721,-124
-2058,-9347
6621,389
-4972,-3076
8498,-6446
-6613,1042
9145,-5038
599,-65
-2204,8339
-7817,4639
5540,4680
-2218,3045
6342,7076
-4652,6342
-7207,-6201
-3095,-3133
4664,-6118
-2942,-5321
-213,-5674
-8983,3908
9131,4356
5883,1032
-5272,4588
-944,2504
895,6053
-142,-512
-566,7657
-8905,-1401
-7906,4896
-5690,9544
-4960,-1315
-5869,4699
6648,6520
6377,5263
7903,-4081
-9853,-6530
7322,-1725
5507,-8817
8796,6749
-1683,-8246
-1981,2843
-4553,-3261
3940,7417
7432,7006
-7214,8459
-7415,4891
-9984,-8528
-1133,446
225,-8816
4384,-1792
8210,3793
4601,-5025
5906,-3612
2166,-8841
-7850,9911
-197,-4656
-3422,-7444
1525,2197
-6763,7392
-9242,9231
9087,9371
2476,9444
-6667,-4745
-6547,5849
9407,-4939
958,7612
-7635,-9892
-6457,4226
8242,-9528
833,-2449
-4749,6272
4856,-7126
-1344,7241
-1688,7460
-53,6670
-2792,2832
-9575,5152
-880,8839
-8684,5156
-8359,650
-7066,6316
-8248,7088
-1047,2191
-7022,-3531
9013,7298
3954,-7235
-3441,3206
3980,-7185
-5486,-399
788,-3908
6942,-4007
-4098,-7263
7852,8125
7186,-2787
988,-5297
2909,-6915
8830,-9818
-5384,-1066
4520,7767
3921,6465
4263,-8157
8447,2648
-7285,-5558
-3728,-2782
-8828,-3695
4324,1715
-5632,5549
3707,6941
414,9014
9236,827
5004,5765
5481,4309
-5611,869
-6066,-3624
-1410,-4955
-1705,-3253
5680,4323
1828,5099
-2454,3253
-9978,3409
1852,-33
-3959,-5318
379,-8807
8716,-6719
-3525,-2325
8520,5505
8531,-6907
-8540,8498
-3639,-5863
-1742,1845
-9492,9896
8628,6126
8009,-2423
6034,45
-6280,8607
-606,7160
8991,-4174
8975,-4964
-277,798
-6070,-6804
2152,-9347
9900,-9086
-3475,2789
-1785,2587
2862,3330
-1262,-6592
-5006,-1824
2901,1956
1339,-86
-3327,-7199
-4842,-1329
9561,-2132
8280,-8641
6513,2705
-5883,6423
-1226,5562
-9793,-4938
9693,9854
9995,7714
-399,-4780
9361,-6553
7183,389
-132,-4014
2165,815
2924,-2982
3697,9809
-5875,-8872
8037,-6519
-8909,2032
-7367,-4835
6275,5510
-1531,6438
-5444,3176
-6800,9932
-1517,3046
1960,3624
-9688,-8548
-6560,-8289
1488,-829
7999,2294
-807,-4302
9781,7099
-7274,-1036
1436,9079
-2975,6211
8763,-2038
5080,-5565
-1056,-6149
4978,-9256
-4167,6692
-7215,2233
-7669,9877
5058,-9928
9496,-7327
7687,6325
1993,1919
4032,339
5972,576
5729,1370
3712,5591
-8261,-5879
2906,2272
4283,-6003
8544,5877
2508,9588
-3267,743
-6662,-8693
-492,6960
-6633,9903
-7959,-7347
-532,-1237
-8609,699
-5783,-3157
3929,-5260
-1537,8367
-1878,-6393
-2969,241
4952,8664
9326,58
-4407,1060
-8472,-6381
164,8099
-408,-8751
-1419,2725
-9170,9011
-2791,5825
-671,1059
-3877,2976
-7271,-7793
-1946,-2560
67,3803
-2587,4140
1466,-6875
-6288,3096
-3646,844
7633,3308
4309,980
-8876,-4152
8598,-6708
-8893,-7032
8261,-8796
-6090,-549
1158,2296
4278,5971
-5882,-8024
5934,7119
-7996,8153
-9008,-2276
6205,6024
-3367,-3534
7537,5484
-3630,-15
-8622,3900
-8484,8348
-65,-9726
4377,9437
-8900,-4914
-822,-1137
-107,7961
-7018,9169
-1154,-2260
-1022,-5622
4909,-9486
1304,6155
-12,3399
-358,-7426
6659,4640
-4570,-7223
4833,3924
-1927,7257
780,5930
-3964,-6157
-2402,6497
6019,6917
-1025,2129
7831,8243
3042,-2537
7619,-204
-3494,-8009
5075,-9136
-7405,-4640
-1640,6535
631,1803
-7222,-3541
9655,-3599
4029,5968
-112,-4276
-1611,2916
-8297,-4866
6780,8412
-5505,4387
-2820,7858
5568,1399
-468,-805
7020,5633
6270,2841
8848,-2791
4662,-4581
-2431,-499
3211,5795
3719,-441
7261,-7426
8099,-8138
-1645,-2683
9074,-5297
-1908,-8629
-4789,6663
6368,-1792
8180,501
-9033,9232
-7730,3582
-561,-5978
130,-8813
7120,-7321
1062,-7031
-4653,2202
1922,-9016
-5307,4935
7125,-5394
9759,3705
-6957,-7786
121,2317
-2459,4899
-2370,-7815
840,-3547
-2761,7068
-1466,3979
3524,-9864
-9880,3239
2443,6911
-5258,-4325
6255,6105
9355,5890
-552,-5774
1970,-8567
1082,3573
741,-2739
6188,-9944
-6539,7121
6480,5230
3557,4935
1838,-5392
5729,-1721
-6333,7943
-2540,-5444
4815,-6114
2162,-7153
-1037,7367
-4041,4015
2961,1650
-4550,-6597
214,-593
5371,3665
-3674,-8728
7790,3468
6675,-7002
6758,7213
-6646,-194
