179
-25,206
-155,-386
-393,328
-289,-489
-320,-641
252,-767
696,-436
-730,479
931,-39
-734,-769
1136,541
-674,1114
1143,640
-331,-1364
90,1459
-1601,-127
-1334,936
-891,-1378
1361,1148
-1010,1483
-1770,630
-512,1904
2007,-65
-482,1961
1809,-952
-603,-1959
2027,517
141,2124
-1388,1660
-928,-1990
728,2083
-2062,846
-880,-2069
346,-2232
-2195,-630
2244,421
2350,237
-2276,713
566,2331
-2418,488
-2448,-452
693,2405
2502,268
1383,-2113
2318,-1045
1289,2238
-1288,2250
-2025,1636
-2309,-1239
-175,2622
-2653,-29
1747,-2034
2009,1783
-1407,2312
39,2712
2546,954
1733,2124
-2709,-439
-2168,-1721
-293,-2827
-2899,-134
-2575,-1455
-2391,-1770
-2271,-2029
138,3047
2911,-917
168,-3119
-337,3148
-2904,-1260
1313,-2883
-3202,254
2122,2417
2390,2208
1882,-2653
-3228,533
2074,2572
-2847,-1683
2568,-2094
-236,3340
-372,3328
-2421,-2323
-3231,1002
2383,2400
-2472,-2347
1499,3095
2966,-1771
-1938,-2893
-3498,83
-234,-3499
1971,-2956
-2724,-2330
-3410,-1172
1354,-3354
-2804,-2351
3616,-561
1360,3406
2816,2363
3670,-223
2256,-2909
2044,-3062
-662,3637
805,-3631
-1480,-3416
-2292,2939
-3022,2201
3753,355
720,3744
-753,3846
-3861,-742
-2901,-2780
-1851,-3572
-2160,3437
1591,3735
-2501,-3260
3322,2433
3668,1928
3874,1542
-4165,277
-2689,3205
-4109,808
-511,4182
1796,-3833
3292,2673
3964,1585
-4306,-49
849,4259
4348,73
1945,3913
4114,-1490
2653,-3496
-224,4415
-2799,-3440
-3041,3247
1726,-4105
-3277,3043
4047,-1910
-2909,3408
1917,4053
-3361,-2999
-3089,3296
4420,-935
-4489,702
4220,1700
-1806,-4177
4405,-1218
-4278,1627
4305,-1602
3976,2304
-4563,568
4590,-285
-4601,-216
-4559,698
-1158,-4529
2903,-3703
-3917,-2628
-2854,3779
1269,-4605
2170,-4260
2286,-4205
648,4758
4404,1933
3486,3329
-4801,584
3312,3548
-1366,-4657
-50,-4873
-4260,2379
4463,-1966
4581,1681
-1977,4476
-2558,4208
3711,3316
-2372,-4414
4362,-2505
-4437,-2419
3270,-3859
-3831,3335
-4797,-1719
5097,58
