-1,2
5123
891
-734,-769
-4072,-6978
-7602,-9443
-7979,5197
1361,1148
-7209,6186
-6171,-2743
-6051,-5749
-9682,9018
-7003,3586
-1685,-9159
-1354,5964
-2558,4208
1565,-9044
9258,-8061
9557,-945
-9963,-5356
-3231,1002
-331,-1364
-320,-641
9466,3595
-4760,-6091
-7309,-1682
-5075,-3192
2983,-9856
9262,2274
6665,-2171
8508,-1575
-9416,-36
5579,-1811
-1009,-8936
5939,-578
1591,3735
6148,9184
-9513,2947
4581,1681
-662,3637
4119,4720
5600,-5263
3273,9123
-717,-5243
-2027,9113
-7324,-2717
2390,2208
-3864,8344
417,9705
3056,-8510
-9632,8401
7656,5818
2318,-1045
2170,-4260
-3680,-9964
-4437,-2419
-7064,-6973
3709,-6213
2824,5846
6691,6455
8906,-5766
3091,6825
-3255,-5692
-8655,-6060
3048,-7857
-7471,4875
8624,-2153
3269,5718
7064,9781
2419,-5683
-3047,-6458
8436,-2064
3549,5095
-5653,-637
8498,-7651
-4481,4570
-6986,6601
-7416,6134
-4691,-9170
-928,-1990
-2391,-1770
2692,-5823
7506,688
-1044,5088
-243,7991
-3277,3043
-6573,2373
-499,5364
-4203,-4845
-6724,1650
9960,1982
-4559,698
6624,-2042
1861,-7977
-4738,7134
409,6234
708,-5591
6708,8723
849,4259
429,-7139
-3861,-742
9605,-9493
5626,2476
1143,640
-2901,-2780
336,-9846
7554,7422
-1951,5627
-7211,-8007
-2448,-452
8826,-3068
-175,2622
-2418,488
-7666,9018
5665,778
-5486,1538
4725,-9586
-4489,702
2377,-5067
5072,-5852
6815,-8780
4923,8042
-3202,254
8679,3286
6360,-8920
5934,-1145
-3294,-9119
-5966,9206
9432,-3018
2925,-4863
141,2124
4975,6320
-7295,8797
-4571,7139
1911,7346
-6751,7855
-3080,-6596
2732,7606
2009,1783
-4176,7327
1809,-952
-7342,4584
4844,5659
-5168,3843
6379,-3695
1269,-4605
2007,-65
4006,-5309
-3755,8603
5336,-2000
-5175,-8460
-8626,9013
7831,8078
-8066,-6699
-1851,-3572
-2804,-2351
-8843,5598
3328,-8908
-534,-9610
-8525,-2954
3964,1585
-9241,-4394
-3924,7854
-4152,6985
-603,-1959
1360,3406
6446,7823
2502,268
-2327,-6355
6753,6766
3724,-8469
-4306,-49
9108,-6380
-5763,6409
6607,2914
5224,-4146
7127,-1710
4035,3239
-9220,5768
2936,9976
2229,-5051
3903,-9893
5067,3790
1203,-6667
-6904,-6941
3419,-4180
-6363,-5291
3322,2433
-4109,808
-3503,-7544
3616,-561
-9623,6483
2816,-4495
6279,-1845
-6212,9262
-512,1904
708,6776
-5464,-1225
-2372,-4414
4884,-4683
2417,-9096
3312,3548
9494,-597
-7783,2417
4968,-8398
-2653,-29
-730,479
-3640,-7210
-5429,7419
-2709,-439
7511,-6953
9545,-6167
3570,-8486
5112,-3140
-9828,-5454
-5195,-9695
5924,-8820
39,2712
6126,-3171
6988,-6588
-6712,-6139
3187,-7815
1915,9516
-7367,-9772
415,-8255
-5797,208
8294,-4678
-2195,-630
-8642,-521
9977,7980
4291,5356
2244,421
6796,-2959
4047,-1910
-9560,3647
-3336,7741
-9569,-6121
-3727,3650
-141,7359
1917,4053
8880,4883
6444,8426
-9657,4597
-7989,601
3374,-9332
1354,-3354
-3148,9008
-880,-2069
1616,-7234
-4612,-5127
-4531,4543
9787,6767
5081,-3538
-224,4415
9048,4155
9510,-6002
7561,-4076
9100,9408
8911,3817
78,-7801
-4970,-6555
4715,9771
-7707,-9983
889,-8577
4758,8342
-7967,-2907
1971,-2956
-1416,-5663
5095,9677
-6655,3880
-5180,-2405
1552,9219
-8842,-2645
-915,-9073
9907,-288
-981,7798
2688,-6811
9842,-7977
9827,-9985
4474,5064
5572,-1647
9656,-9294
2122,2417
2027,517
7340,4762
-5688,9234
472,6197
7379,7435
1893,5496
8613,4938
931,-39
-8485,-4954
-677,-5766
4405,-1218
-2799,-3440
-5491,5079
-4797,-1719
8307,6466
-2062,846
-2904,-1260
5328,8568
-6413,-4855
-4601,-216
-2674,6490
-4191,-7593
130,-5670
-8598,9535
-5868,-4389
-3162,4610
1383,-2113
8012,-6756
-6685,779
252,-767
4031,-7809
7889,-9088
-504,-8954
-1601,-127
9609,2363
-3627,6369
9646,9538
6908,7914
-7028,-5207
6430,-9821
3677,-4333
-5852,2696
-372,3328
9463,9209
728,2083
5252,2808
4892,6166
5752,-4866
8600,-5104
2911,-917
5930,1528
9926,1768
9237,468
4963,1844
978,-9903
-9728,8522
4348,73
5556,-1636
8043,-4808
1284,6168
-8417,-810
9145,-2474
7111,3565
-8523,-6520
-6214,1773
9313,8075
1882,-2653
-5752,-7852
-4260,2379
3459,9159
8364,-2382
-1770,630
1811,6730
8460,-5182
-9390,-2612
-2909,3408
3612,6743
-2501,-3260
2383,2400
4657,-4329
-1010,1483
-1942,9205
-9216,-7804
-3361,-2999
-4175,3407
-7377,-4337
1733,2124
7803,3964
-9041,-1485
5715,-9619
5105,6658
-7130,6397
-5319,-4095
-5537,5139
9847,7507
-236,3340
7721,-2213
168,-3119
9560,-975
-155,-386
90,1459
8993,-2798
-5236,-8572
-8326,-8513
8939,3534
-4219,-6132
6685,4276
566,2331
-1388,1660
4523,4878
7733,1500
-2847,-1683
-6357,-718
-2059,-6055
-8044,922
4404,1933
8669,-3900
290,-6354
7665,5668
1633,-6747
-5770,-7025
6199,-3688
1726,-4105
6655,-6555
7221,7836
8268,-2100
4502,4966
1880,8590
-5695,676
-6441,5482
3486,7729
9531,-1984
9130,3848
-4801,584
-6014,-3080
4666,2944
-9973,1269
648,4758
5300,-9160
6590,7747
2626,-5504
-3276,-5881
2653,-3496
7430,-6298
4220,1700
9340,-3011
2109,6151
-234,-3499
-6556,-1817
-2818,7878
-9305,-3929
9459,300
-6830,-4676
-2128,-6768
-5682,7122
-6711,-6536
4085,-4189
-7145,-1010
1005,5411
5363,2626
6417,-8503
6363,2285
-2421,-2323
-9166,-6124
-8498,-5854
1313,-2883
3658,8712
7051,-3445
-4963,6423
-9052,-2671
8631,4197
9383,7098
-1590,5876
2903,-3703
3295,-9224
5495,-1968
2819,4556
-8540,9198
-293,-2827
-7279,5492
-5511,-6004
-8270,-9829
-4192,6172
-195,5372
-1241,6299
-6048,4582
4463,-1966
3994,-7781
-7887,9265
-6126,1703
4773,4537
580,-9274
-1349,-6719
4297,9102
7251,7852
6847,7863
3701,-4545
-7161,4634
2467,9211
1289,2238
-3930,7530
7538,6996
6823,-9087
3569,-5215
-9439,9241
7085,442
-6702,1017
-9281,-48
3416,-8997
1520,-7473
-8126,702
8121,906
9451,-3911
-9120,-993
-4806,9359
-249,-7098
-2025,1636
-4368,7243
6998,3584
-6098,-2262
-289,-489
8541,8010
-9233,-3596
4564,-7317
-5264,2886
-8782,1463
-2309,-1239
363,5367
9409,-3369
7544,734
-9968,-5438
9590,-8799
-511,4182
-7534,1662
-4615,-6524
2953,9832
7101,-6218
2816,2363
2161,-9890
138,3047
1524,8196
-5730,2308
8140,8287
5210,9213
-8728,264
7833,367
6039,3167
-2295,-4851
-80,7339
-1480,-3416
-6062,-7098
7298,-8740
9933,-8614
4362,-6092
5945,8000
-6794,9298
6492,-5503
9209,-8165
-9709,-2718
-6939,1202
8972,-6747
389,5120
-4358,-7414
-6208,-6067
6076,-2334
-7558,4822
1590,-6447
-891,-1378
-9102,-6991
2374,6754
-6075,1301
-6733,-6728
-2943,8534
3874,1542
3957,-4131
-5143,-7363
4278,7318
-2388,-9316
2512,-7823
5618,7346
7593,428
-2168,-1721
5557,-1616
-2292,2939
5388,587
-9063,7281
4908,-3694
-2724,-2330
9985,-2883
-1938,-2893
-1288,2250
-25,206
-7192,9804
-9457,4271
5940,-1576
6109,8720
